ACW00011604,0.410137
ACW00011647,0.410137
AE000041196,9.09454
AF000040930,1105.42
AG000060390,4.69446
AG000060590,640.342
AG000060611,588.808
AG000060680,1282.06
AGE00135039,55.2914
AJ000037575,407.632
AJ000037579,419.339
AJ000037605,325.902
AJ000037636,316.073
AJ000037639,313.831
AJ000037656,426.237
AJ000037661,455.895
AJ000037668,484.816
AJ000037673,587.37
AJ000037674,541.794
AJ000037675,565.696
AJ000037679,626.769
AJ000037729,361.355
AJ000037734,372.654
AJ000037735,407.469
AJ000037740,517.217
AJ000037742,473.471
AJ000037744,457.566
AJ000037747,469.389
AJ000037749,516.427
AJ000037753,608.901
AJ000037756,617.668
AJ000037759,589.181
AJ000037769,670.965
AJ000037813,384.485
AJ000037816,391.339
AJ000037825,410.378
AJ000037831,467.422
AJ000037832,473.758
AJ000037835,529.337
AJ000037844,562.891
AJ000037849,635.891
AJ000037850,693.091
AJ000037860,705.977
AJ000037861,787.45
AJ000037866,734.469
AJ000037869,762.104
AJ000037883,405.357
AJ000037888,424.258
AJ000037893,480.578
AJ000037895,464.392
AJ000037898,460.896
AJ000037899,474.498
AJ000037901,499.856
AJ000037902,530.724
AJ000037905,551.244
AJ000037907,513.126
AJ000037912,605.896
AJ000037913,649.427
AJ000037914,567.864
AJ000037922,698.123
AJ000037923,675.826
AJ000037925,686.679
AJ000037936,415.404
AJ000037941,415.974
AJ000037946,464.714
AJ000037947,448.527
AJ000037957,475.423
AJ000037962,515.193
AJ000037968,517.008
AJ000037972,628.518
AJ000037978,623.839
AJ000037981,633.81
AJ000037984,655.579
AJ000037985,687.608
AJ000037989,707.494
ALE00100939,23.3156
ALE00108905,26.9116
AM000037608,178.509
AM000037609,197.449
AM000037618,224.338
AM000037627,252.645
AM000037629,267.014
AM000037682,203.507
AM000037683,208.061
AM000037686,203.507
AM000037689,227.217
AM000037693,235.084
AM000037694,242.982
AM000037695,234.225
AM000037698,262.328
AM000037699,257.834
AM000037700,309.387
AM000037704,252.654
AM000037705,261.961
AM000037706,284.081
AM000037708,288.941
AM000037711,301.34
AM000037713,328.355
AM000037719,326.653
AM000037772,231.786
AM000037773,226.412
AM000037774,220.102
AM000037781,248.674
AM000037782,259.24
AM000037785,275.196
AM000037786,280.781
AM000037787,260.694
AM000037789,288.492
AM000037791,287.972
AM000037792,286.543
AM000037798,307.515
AM000037801,324.852
AM000037802,328.937
AM000037808,328.937
AM000037815,376.181
AM000037871,317.525
AM000037872,334.509
AM000037873,349.04
AM000037874,372.648
AM000037875,369.774
AM000037876,375.654
AM000037878,348.066
AM000037880,402.962
AM000037884,404.18
AM000037887,394.247
AM000037897,435.665
AM000037954,470.485
AM000037958,494.644
AM000037959,484.342
AO000066160,0.42383
AO000066270,142.669
AO000066390,139.744
AO000066410,511.158
AO000066422,1.1929
AO000066447,823.543
AQC00914000,1.25575
AQC00914005,0.606571
AQC00914021,0.923693
AQC00914060,0.605524
AQC00914135,0.296747
AQC00914138,0.605524
AQC00914145,0.45613
AQC00914149,0.605524
AQC00914188,102.577
AQC00914248,0.144305
AQC00914397,2.8024
AQC00914424,0.144305
AQC00914594,1.25575
AQC00914650,3.55776
AQC00914822,3.72125
AQC00914869,0.296747
AQC00914873,0.0181985
AQC00914902,0.605524
AQC00914912,3.64877
AQW00061705,0.296747
AR000000001,386.96
AR000000002,369.286
AR000000003,342.396
AR000000004,254.049
AR000000005,340.767
AR000000006,188.78
AR000000007,276.07
AR000000008,365.675
AR000000009,234.297
AR000000010,270.533
AR000000011,317.58
AR000000012,391.036
AR000000013,296.832
AR000000014,222.669
AR000000015,337.962
AR000000016,413.443
AR000087007,468.734
AR000087065,766.043
AR000087078,950.798
AR000087129,645.908
AR000087155,628.846
AR000087217,434.075
AR000087257,486.954
AR000087270,447.689
AR000087344,579.018
AR000087374,237.654
AR000087418,249.798
AR000087534,434.049
AR000087623,299.918
AR000087692,4.96576
AR000087715,330.199
AR000087803,115.324
AR000087828,21.1408
AR000087860,6.38479
AR000087925,1.09023
AR000870470,504.171
AR000873050,247.032
AR000875440,325.364
AR000875850,4.1151
AR000877500,12.8184
ASN00001000,118.222
ASN00001001,20.4827
ASN00001003,1.96821
ASN00001004,5.40097
ASN00001005,0.308945
ASN00001006,5.73725
ASN00001007,1.05094
ASN00001008,127.445
ASN00001009,1.83352
ASN00001010,56.0843
ASN00001011,31.4269
ASN00001012,13.7715
ASN00001013,3.88476
ASN00001014,44.2154
ASN00001016,29.3982
ASN00001017,20.442
ASN00001018,120.109
ASN00001019,7.50968
ASN00001020,0.916804
ASN00001021,7.50968
ASN00001022,10.0558
ASN00001023,51.6911
ASN00001024,112.212
ASN00001025,87.9369
ASN00001026,113.097
ASN00001027,12.9399
ASN00001028,28.9794
ASN00001030,0.417085
ASN00001031,0.313921
ASN00001032,1.66027
ASN00001035,8.26752
ASN00002000,246.48
ASN00002001,126.217
ASN00002002,299.63
ASN00002003,149.605
ASN00002004,117.688
ASN00002005,18.4613
ASN00002006,5.76463
ASN00002007,87.0709
ASN00002008,308.349
ASN00002009,158.546
ASN00002010,357.579
ASN00002011,300.494
ASN00002012,301.806
ASN00002013,39.5345
ASN00002014,37.7204
ASN00002015,325.129
ASN00002016,128.238
ASN00002017,315.153
ASN00002018,184.911
ASN00002019,318.402
ASN00002020,300.029
ASN00002021,306.994
ASN00002022,229.563
ASN00002023,283.309
ASN00002024,213.454
ASN00002025,316.11
ASN00002026,341.378
ASN00002027,91.4351
ASN00002028,154.466
ASN00002029,401.323
ASN00002030,228.329
ASN00002031,162.377
ASN00002032,166.818
ASN00002033,250.462
ASN00002034,321.716
ASN00002035,182.26
ASN00002036,172.532
ASN00002037,197.672
ASN00002038,50.3838
ASN00002039,179.895
ASN00002040,277.375
ASN00002041,215.827
ASN00002042,159.958
ASN00002043,249.449
ASN00002044,77.3404
ASN00002046,158.121
ASN00002047,201.976
ASN00002048,308.234
ASN00002049,295.759
ASN00002050,252.964
ASN00002051,447.151
ASN00002052,53.248
ASN00002053,229.924
ASN00002055,397.087
ASN00002056,47.1012
ASN00002057,210.626
ASN00002058,312.858
ASN00002059,322.912
ASN00002060,56.2759
ASN00002061,410.909
ASN00002062,321.632
ASN00002063,480.821
ASN00002064,122.699
ASN00002065,172.532
ASN00002066,407.455
ASN00002067,78.1437
ASN00002069,103.26
ASN00002070,134.977
ASN00002071,301.806
ASN00002075,300.481
ASN00003000,6.34497
ASN00003001,30.0548
ASN00003002,0.759683
ASN00003003,0.759683
ASN00003004,1.34073
ASN00003005,123.64
ASN00003006,201.961
ASN00003007,1.45496
ASN00003008,117.484
ASN00003009,187.484
ASN00003010,49.3341
ASN00003011,154.454
ASN00003012,78.2181
ASN00003013,74.3661
ASN00003014,206.496
ASN00003015,12.3898
ASN00003016,58.798
ASN00003017,104.63
ASN00003018,90.2157
ASN00003019,91.8088
ASN00003020,132.268
ASN00003021,161.576
ASN00003022,183.918
ASN00003023,13.5357
ASN00003024,39.2063
ASN00003025,2.09368
ASN00003026,8.44262
ASN00003027,211.646
ASN00003028,6.82345
ASN00003029,4.87791
ASN00003030,0.400632
ASN00003031,0.977916
ASN00003032,6.27208
ASN00003033,83.1559
ASN00003035,0.224691
ASN00003036,0.647276
ASN00003037,17.2371
ASN00003039,70.7805
ASN00003040,75.852
ASN00003041,50.1863
ASN00003042,9.34831
ASN00003043,276.207
ASN00003044,202.331
ASN00003045,0.742522
ASN00003046,199.28
ASN00003047,82.5297
ASN00003048,248.281
ASN00003049,96.1845
ASN00003050,73.6764
ASN00003051,106.265
ASN00003052,43.2345
ASN00003053,11.5159
ASN00003054,2.10357
ASN00003055,0.17856
ASN00003056,5.54482
ASN00003057,0.76771
ASN00003058,196.294
ASN00003059,16.9181
ASN00003060,123.986
ASN00003061,12.2818
ASN00003062,60.0723
ASN00003063,62.5042
ASN00003064,199.803
ASN00003065,160.108
ASN00003066,0.629551
ASN00003068,97.2753
ASN00003069,1.84232
ASN00003072,1.99485
ASN00003073,16.097
ASN00003074,32.2577
ASN00003075,5.6678
ASN00003076,266.396
ASN00003077,105.623
ASN00003078,268.747
ASN00003079,15.3491
ASN00003080,23.4412
ASN00003081,23.5944
ASN00003082,14.1606
ASN00003083,0.232069
ASN00003084,10.4833
ASN00003085,34.6828
ASN00003086,12.7719
ASN00003087,0.539698
ASN00003088,316.808
ASN00003089,1.36992
ASN00003090,58.3586
ASN00003091,278.546
ASN00003092,5.97449
ASN00003093,201.961
ASN00003095,226.918
ASN00003096,6.61447
ASN00003098,104.63
ASN00003100,81.1257
ASN00003103,2.58306
ASN00003104,38.0311
ASN00003105,175.588
ASN00004000,123.174
ASN00004001,22.8535
ASN00004002,0.429128
ASN00004003,325.006
ASN00004004,109.439
ASN00004005,207.595
ASN00004006,235.047
ASN00004007,2.94962
ASN00004008,55.918
ASN00004009,64.2634
ASN00004010,33.9738
ASN00004011,154.381
ASN00004012,17.0839
ASN00004013,46.9018
ASN00004014,84.3488
ASN00004015,167.018
ASN00004016,46.6474
ASN00004017,60.5856
ASN00004018,124.003
ASN00004019,6.49427
ASN00004020,122.423
ASN00004021,143.622
ASN00004022,74.302
ASN00004023,41.2285
ASN00004024,6.90455
ASN00004025,52.0605
ASN00004026,249.074
ASN00004027,204.179
ASN00004028,1.95531
ASN00004030,134.483
ASN00004031,0.840408
ASN00004032,0.454923
ASN00004033,32.4794
ASN00004034,262.247
ASN00004035,10.0853
ASN00004036,28.58
ASN00004037,113.157
ASN00004038,47.3586
ASN00004039,18.0413
ASN00004040,58.9628
ASN00004041,111.978
ASN00004042,17.4677
ASN00004043,185.07
ASN00004044,9.3696
ASN00004045,145.552
ASN00004046,83.0143
ASN00004047,58.4725
ASN00004048,91.9672
ASN00004049,163.741
ASN00004050,165.878
ASN00004051,4.20252
ASN00004052,81.377
ASN00004053,1.71426
ASN00004054,0.134711
ASN00004055,47.0108
ASN00004056,81.9832
ASN00004057,69.9877
ASN00004058,110.748
ASN00004059,31.358
ASN00004060,202.085
ASN00004061,50.8756
ASN00004062,7.97979
ASN00004063,241.631
ASN00004064,13.7646
ASN00004065,322.439
ASN00004066,167.817
ASN00004067,53.4493
ASN00004068,2.28162
ASN00004069,136.988
ASN00004070,91.1569
ASN00004071,28.2328
ASN00004072,3.05245
ASN00004074,27.9594
ASN00004076,46.7676
ASN00004077,105.064
ASN00004079,113.478
ASN00004080,84.1364
ASN00004081,149.318
ASN00004082,0.840408
ASN00004083,2.57029
ASN00004084,64.9605
ASN00004085,164.215
ASN00004086,21.504
ASN00004087,56.7449
